Word,Acutal
سمعت,O
عبد,Pers
الله,Pers
رضي,O
الله,Allah
عنه,O
قال,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
أول,O
ما,O
يقضى,O
بين,O
الناس,O
بالدماء,O
تعليق,O
مصطفى,Pers
البغا,Pers
6168,Number
5,Number
2394,Number
ش,O
أخرجه,O
مسلم,Pers
في,O
وأحكامهم,O
باب,O
المجازاة,O
بالدماء,O
في,O
الآخرة,O
رقم,O
1678,Number
يقضى,O
يحكم,O
ويفصل,O
بالدماء,O
أي,O
النفوس,O
التي,O
قتلت,O
ظلما,O
في,O
الدنيا,O
6471,Number
6534,Number
حدثنا,O
إسماعيل,Pers
قال,O
حدثني,O
مالك,Pers
عن,O
سعيد,Pers
المقبري,Pers
عن,O
أبي,Pers
هريرة,Pers
أن,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
من,O
كانت,O
عنده,O
مظلمة,O
لأخيه,O
فليتحلله,O
منها,O
فإنه,O
ليس,O
ثم,O
دينار,Mon
ولا,O
درهم,Mon
من,O
قبل,O
أن,O
يؤخذ,O
لأخيه,O
من,O
حسناته,O
فإن,O
لم,O
يكن,O
له,O
حسنات,O
أخذ,O
من,O
سيئات,O
أخيه,O
فطرحت,O
عليه,O
تعليق,O
مصطفى,Pers
البغا,Pers
6169,Number
5,Number
2394,Number
ر,O
2317,Number
6535,Number
حدثني,O
الصلت,Pers
بن,Pers
محمد,Pers
حدثنا,O
يزيد,Pers
بن,Pers
زريع,Pers
ونزعنا,O
ما,O
في,O
صدورهم,O
من,O
غل,O
الأعراف,O
43,Number
قال,O
حدثنا,O
سعيد,Pers
عن,O
قتادة,Pers
عن,O
أبي,Pers
المتوكل,Pers
الناجي,Pers
أن,O
أبا,Pers
سعيد,Pers
الخدري,Pers
رضي,O
الله,Allah
عنه,O
قال,O
قال,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
يخلص,O
المؤمنون,O
من,O
النار,Hell
فيحبسون,O
على,O
قنطرة,O
بين,O
الجنة,Para
والنار,Hell
فيقص,O
لبعضهم,O
من,O
بعض,O
مظالم,O
كانت,O
بينهم,O
في,O
الدنيا,O
حتى,O
إذا,O
هذبوا,O
ونقوا,O
أذن,O
لهم,O
في,O
دخول,O
الجنة,Para
فوالذي,O
نفس,O
محمد,Prophet
بيده,O
لأحدهم,O
أهدى,O
بمنزله,O
في,O
الجنة,Para
منه,O
بمنزله,O
كان,O
في,O
الدنيا,O
تعليق,O
مصطفى,Pers
البغا,Pers
6170,Number
5,Number
2394,Number
ش,O
حدثنا,O
يزيد,Pers
أي,O
وقرأ,O
هذه,O
الآية,O
ونزعنا,O
ر,O
2308,Number
باب,O
من,O
نوقش,O
الحساب,O
عذب,O
6536,Number
حدثنا,O
عبيد,Pers
الله,Pers
بن,Pers
موسى,Pers
عن,O
عثمان,Pers
بن,Pers
الأسود,Pers
عن,O
ابن,Pers
أبي,Pers
مليكة,Pers
عن,O
عائشة,Pers
عن,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
من,O
نوقش,O
الحساب,O
عذب,O
قالت,O
قلت,O
أليس,O
يقول,O
الله,Allah
تعالى,O
فسوف,O
يحاسب,O
حسابا,O
يسيرا,O
الانشقاق,O
8,Number
قال,O
ذلك,O
العرض,O
حدثني,O
عمرو,Pers
بن,Pers
علي,Pers
حدثنا,O
يحيى,Pers
بن,Pers
سعيد,Pers
عن,O
عثمان,Pers
بن,Pers
الأسود,Pers
سمعت,O
ابن,Pers
أبي,Pers
مليكة,Pers
قال,O
سمعت,O
عائشة,Pers
رضي,O
الله,Allah
عنها,O
قالت,O
سمعت,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
مثله,O
وتابعه,O
ابن,Pers
جريج,Pers
ومحمد,Pers
بن,Pers
سليم,Pers
وأيوب,Pers
وصالح,Pers
بن,Pers
رستم,Pers
عن,O
ابن,Pers
أبي,Pers
مليكة,Pers
ص,O
112,Number
عن,O
عائشة,Pers
عن,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
تعليق,O
مصطفى,Pers
البغا,Pers
6171,Number
5,Number
2394,Number
ر,O
103,Number
6537,Number
حدثني,O
إسحاق,Pers
بن,Pers
منصور,Pers
حدثنا,O
روح,Pers
بن,Pers
عبادة,Pers
حدثنا,O
حاتم,Pers
بن,Pers
أبي,Pers
صغيرة,Pers
حدثنا,O
عبد,Pers
الله,Pers
بن,Pers
أبي,Pers
مليكة,Pers
حدثني,O
القاسم,Pers
بن,Pers
محمد,Pers
حدثتني,O
عائشة,Pers
أن,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
ليس,O
أحد,O
يحاسب,O
يوم,Date
القيامة,Date
إلا,O
هلك,O
فقلت,O
يا,O
رسول,Prophet
الله,Prophet
أليس,O
قد,O
قال,O
الله,Allah
تعالى,O
فأما,O
من,O
أوتي,O
كتابه,O
بيمينه,O
فسوف,O
يحاسب,O
حسابا,O
يسيرا,O
الانشقاق,O
8,Number
فقال,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
إنما,O
ذلك,O
العرض,O
وليس,O
أحد,O
يناقش,O
الحساب,O
يوم,Date
القيامة,Date
إلا,O
عذب,O
تعليق,O
مصطفى,Pers
البغا,Pers
6172,Number
5,Number
2395,Number
ر,O
103,Number
6538,Number
حدثنا,O
علي,Pers
بن,Pers
عبد,Pers
الله,Pers
حدثنا,O
معاذ,Pers
بن,Pers
هشام,Pers
قال,O
حدثني,O
أبي,O
عن,O
قتادة,Pers
عن,O
أنس,Pers
عن,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
ح,O
وحدثني,O
محمد,Pers
بن,Pers
معمر,Pers
حدثنا,O
روح,Pers
بن,Pers
عبادة,Pers
حدثنا,O
سعيد,Pers
عن,O
قتادة,Pers
حدثنا,O
أنس,Pers
بن,Pers
مالك,Pers
رضي,O
الله,Allah
عنه,O
أن,O
نبي,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
كان,O
يقول,O
يجاء,O
بالكافر,O
يوم,Date
القيامة,Date
فيقال,O
له,O
أرأيت,O
لو,O
كان,O
لك,O
ملء,O
الأرض,O
ذهبا,O
أكنت,O
تفتدي,O
به؟,O
فيقول,O
نعم,O
فيقال,O
له,O
قد,O
كنت,O
سئلت,O
ما,O
هو,O
أيسر,O
من,O
ذلك,O
تعليق,O
مصطفى,Pers
البغا,Pers
6173,Number
5,Number
2395,Number
ر,O
3156,Number
6539,Number
حدثنا,O
عمر,Pers
بن,Pers
حفص,Pers
حدثنا,O
أبي,O
قال,O
حدثني,O
الأعمش,Pers
قال,O
حدثني,O
خيثمة,Pers
عن,O
عدي,Pers
بن,Pers
حاتم,Pers
قال,O
قال,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
ما,O
منكم,O
من,O
أحد,O
إلا,O
وسيكلمه,O
الله,Allah
يوم,Date
القيامة,Date
ليس,O
بين,O
الله,Allah
وبينه,O
ترجمان,O
ثم,O
ينظر,O
فلا,O
يرى,O
شيئا,O
قدامه,O
ثم,O
ينظر,O
بين,O
يديه,O
فتستقبله,O
النار,Hell
فمن,O
استطاع,O
منكم,O
أن,O
يتقي,O
النار,Hell
ولو,O
بشق,O
تمرة,O
6540,Number
قال,O
الأعمش,Pers
حدثني,O
عمرو,Pers
عن,O
خيثمة,Pers
عن,O
عدي,Pers
بن,Pers
حاتم,Pers
قال,O
قال,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
اتقوا,O
النار,Hell
ثم,O
أعرض,O
وأشاح,O
ثم,O
قال,O
اتقوا,O
النار,Hell
ثم,O
أعرض,O
وأشاح,O
ثلاثا,Number
حتى,O
ظننا,O
أنه,O
ينظر,O
إليها,O
ثم,O
قال,O
اتقوا,O
النار,Hell
ولو,O
بشق,O
تمرة,O
فمن,O
لم,O
يجد,O
فبكلمة,O
طيبة,O
تعليق,O
مصطفى,Pers
البغا,Pers
6174,Number
5,Number
2395,Number
ر,O
1347,Number
باب,O
يدخل,O
الجنة,Para
سبعون,Number
ألفا,Number
بغير,O
حساب,O
6541,Number
حدثنا,O
عمران,Pers
بن,Pers
ميسرة,Pers
حدثنا,O
ابن,Pers
فضيل,Pers
حدثنا,O
حصين,Pers
ح,O
قال,O
أبو,Pers
عبد,Pers
الله,Pers
وحدثني,O
أسيد,Pers
بن,Pers
زيد,Pers
حدثنا,O
هشيم,Pers
عن,O
حصين,Pers
قال,O
كنت,O
عند,O
سعيد,Pers
بن,Pers
جبير,Pers
فقال,O
حدثني,O
ابن,Pers
عباس,Pers
قال,O
قال,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
عرضت,O
علي,O
الأمم,O
فأخذ,O
النبي,Prophet
يمر,O
معه,O
الأمة,O
والنبي,Prophet
يمر,O
معه,O
النفر,O
والنبي,Prophet
يمر,O
معه,O
العشرة,Number
والنبي,Prophet
يمر,O
معه,O
الخمسة,Number
والنبي,Prophet
يمر,O
وحده,O
فنظرت,O
فإذا,O
سواد,O
كثير,O
قلت,O
يا,O
جبريل,Prophet
هؤلاء,O
أمتي؟,O
قال,O
لا,O
ولكن,O
انظر,O
إلى,O
الأفق,O
فنظرت,O
فإذا,O
سواد,O
كثير,O
قال,O
هؤلاء,O
أمتك,O
وهؤلاء,O
سبعون,Number
ألفا,Number
قدامهم,O
لا,O
حساب,O
عليهم,O
ولا,O
عذاب,O
قلت,O
ولم؟,O
قال,O
كانوا,O
لا,O
يكتوون,O
ولا,O
يسترقون,O
ولا,O
يتطيرون,O
ص,O
113,Number
وعلى,O
ربهم,Allah
يتوكلون,O
فقام,O
إليه,O
عكاشة,Pers
بن,Pers
محصن,Pers
فقال,O
ادع,O
الله,Allah
أن,O
يجعلني,O
منهم,O
قال,O
اللهم,Allah
اجعله,O
منهم,O
ثم,O
قام,O
إليه,O
رجل,O
آخر,O
قال,O
ادع,O
الله,Allah
أن,O
يجعلني,O
منهم,O
قال,O
سبقك,O
بها,O
عكاشة,Pers
تعليق,O
مصطفى,Pers
البغا,Pers
6175,Number
5,Number
2396,Number
ش,O
العشرة,O
ضبطها,O
العيني,Pers
بفتح,O
الشين,O
العشرة,O
وضبطها,O
في,O
الفتح,O
العشرة,O
بسكونها,O
ر,O
3229,Number
6542,Number
حدثنا,O
معاذ,Pers
بن,Pers
أسد,Pers
أخبرنا,O
عبد,Pers
الله,Pers
أخبرنا,O
يونس,Pers
عن,O
الزهري,Pers
قال,O
حدثني,O
سعيد,Pers
بن,Pers
المسيب,Pers
أن,O
أبا,Pers
هريرة,Pers
حدثه,O
قال,O
سمعت,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
يقول,O
يدخل,O
الجنة,Para
من,O
أمتي,O
زمرة,O
هم,O
سبعون,Number
ألفا,Number
تضيء,O
وجوههم,O
إضاءة,O
القمر,O
ليلة,O
البدر,O
وقال,O
أبو,Pers
هريرة,Pers
فقام,O
عكاشة,Pers
بن,Pers
محصن,Pers
الأسدي,Pers
يرفع,O
نمرة,O
عليه,O
فقال,O
يا,O
رسول,Prophet
الله,Prophet
ادع,O
الله,Allah
أن,O
يجعلني,O
منهم,O
قال,O
اللهم,Allah
اجعله,O
منهم,O
ثم,O
قام,O
رجل,O
من,O
الأنصار,Clan
فقال,O
يا,O
رسول,Prophet
الله,Prophet
ادع,O
الله,Allah
أن,O
يجعلني,O
منهم,O
فقال,O
سبقك,O
بها,O
عكاشة,Pers
تعليق,O
مصطفى,Pers
البغا,Pers
6176,Number
5,Number
2396,Number
ر,O
5474,Number
6543,Number
حدثنا,O
سعيد,Pers
بن,Pers
أبي,Pers
مريم,Pers
حدثنا,O
أبو,Pers
غسان,Pers
قال,O
حدثني,O
أبو,Pers
حازم,Pers
عن,O
سهل,Pers
بن,Pers
سعد,Pers
قال,O
قال,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
ليدخلن,O
الجنة,Para
من,O
أمتي,O
سبعون,Number
ألفا,Number
أو,O
سبع,Number
مائة,Number
ألف,Number
شك,O
في,O
أحدهما,O
متماسكين,O
آخذ,O
بعضهم,O
ببعض,O
حتى,O
يدخل,O
أولهم,O
وآخرهم,O
الجنة,Para
ووجوههم,O
على,O
ضوء,O
القمر,O
ليلة,O
البدر,O
تعليق,O
مصطفى,Pers
البغا,Pers
6177,Number
5,Number
2396,Number
ر,O
3075,Number
6544,Number
حدثنا,O
علي,Pers
بن,Pers
عبد,Pers
الله,Pers
حدثنا,O
يعقوب,Pers
بن,Pers
إبراهيم,Pers
حدثنا,O
أبي,O
عن,O
صالح,Pers
حدثنا,O
نافع,Pers
عن,O
ابن,Pers
عمر,Pers
رضي,O
الله,Allah
عنهما,O
عن,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
يدخل,O
أهل,O
الجنة,Para
الجنة,Para
وأهل,O
النار,Hell
النار,Hell
ثم,O
يقوم,O
مؤذن,O
بينهم,O
يا,O
أهل,O
النار,Hell
لا,O
موت,O
ويا,O
أهل,O
الجنة,Para
لا,O
موت,O
خلود,O
تعليق,O
مصطفى,Pers
البغا,Pers
6178,Number
5,Number
2396,Number
6182,Number
6545,Number
حدثنا,O
أبو,Pers
اليمان,Pers
أخبرنا,O
شعيب,Pers
حدثنا,O
أبو,Pers
الزناد,Pers
عن,O
الأعرج,Pers
عن,O
أبي,Pers
هريرة,Pers
قال,O
قال,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
يقال,O
لأهل,O
الجنة,Para
يا,O
أهل,O
الجنة,Para
خلود,O
لا,O
موت,O
ولأهل,O
النار,Hell
يا,O
أهل,O
النار,Hell
خلود,O
لا,O
موت,O
رقم,O
الحديث,O
في,O
طبعة,O
البغا,Pers
6179,Number
5,Number
2397,Number
باب,O
صفة,O
الجنة,Para
والنار,Hell
وقال,O
أبو,Pers
سعيد,Pers
قال,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
أول,O
طعام,O
يأكله,O
أهل,O
الجنة,Para
زيادة,O
كبد,O
حوت,NatOb
عدن,O
التوبة,O
72,Number
خلد,O
عدنت,O
بأرض,O
أقمت,O
ومنه,O
المعدن,O
في,O
مقعد,O
صدق,O
القمر,O
55,Number
في,O
منبت,O
صدق,O
تعليق,O
مصطفى,Pers
البغا,Pers
ش,O
أول,O
طعام,O
هذا,O
مروي,O
بالمعنى,O
الذي,O
سبق,O
في,O
الموضع,O
المشار,O
إليه,O
مقعد,O
صدق,O
مكان,O
رفيع,O
في,O
الجنة,Para
اختير,O
لجلوسهم,O
وإقامتهم,O
ر,O
6155,Number
6546,Number
حدثنا,O
عثمان,Pers
بن,Pers
الهيثم,Pers
حدثنا,O
عوف,Pers
عن,O
أبي,Pers
رجاء,Pers
عن,O
عمران,Pers
عن,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
اطلعت,O
في,O
الجنة,Para
فرأيت,O
أكثر,O
أهلها,O
الفقراء,O
واطلعت,O
في,O
النار,Hell
فرأيت,O
أكثر,O
أهلها,O
النساء,O
تعليق,O
مصطفى,Pers
البغا,Pers
6180,Number
5,Number
2397,Number
ر,O
3069,Number
6547,Number
حدثنا,O
مسدد,Pers
حدثنا,O
إسماعيل,Pers
أخبرنا,O
سليمان,Pers
التيمي,Pers
عن,O
أبي,Pers
عثمان,Pers
عن,O
أسامة,Pers
عن,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
قمت,O
على,O
باب,O
الجنة,Para
فكان,O
عامة,O
من,O
دخلها,O
المساكين,O
وأصحاب,O
الجد,O
محبوسون,O
غير,O
أن,O
أصحاب,O
النار,Hell
قد,O
أمر,O
بهم,O
إلى,O
النار,Hell
وقمت,O
على,O
باب,O
النار,Hell
فإذا,O
عامة,O
من,O
دخلها,O
النساء,O
تعليق,O
مصطفى,Pers
البغا,Pers
6181,Number
5,Number
2397,Number
ر,O
4900,Number
6548,Number
حدثنا,O
معاذ,Pers
ص,O
114,Number
بن,Pers
أسد,Pers
أخبرنا,O
عبد,Pers
الله,Pers
أخبرنا,O
عمر,Pers
بن,Pers
محمد,Pers
بن,Pers
زيد,Pers
عن,O
أبيه,O
أنه,O
حدثه,O
عن,O
ابن,Pers
عمر,Pers
قال,O
قال,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
إذا,O
صار,O
أهل,O
الجنة,Para
إلى,O
الجنة,Para
وأهل,O
النار,Hell
إلى,O
النار,Hell
جيء,O
بالموت,O
حتى,O
يجعل,O
بين,O
الجنة,Para
والنار,Hell
ثم,O
يذبح,O
ثم,O
ينادي,O
مناد,O
يا,O
أهل,O
الجنة,Para
لا,O
موت,O
ويا,O
أهل,O
النار,Hell
لا,O
موت,O
فيزداد,O
أهل,O
الجنة,Para
فرحا,O
إلى,O
فرحهم,O
ويزداد,O
أهل,O
النار,Hell
حزنا,O
إلى,O
حزنهم,O
تعليق,O
مصطفى,Pers
البغا,Pers
6182,Number
5,Number
2397,Number
ش,O
أخرجه,O
مسلم,Pers
في,O
وأحكامهم,O
وأحكامهم,O
وأحكامهم,O
باب,O
النار,Hell
يدخلها,O
الجبارون,O
رقم,O
2850,Number
جئ,O
بالموت,O
يجسد,O
على,O
شكل,O
كبش,O
ثم,O
يجاء,O
به,O
ويذبح,O
إشارة,O
إلى,O
الخلود,O
ودوام,O
الحياة,O
ر,O
6178,Number
6549,Number
حدثنا,O
معاذ,Pers
بن,Pers
أسد,Pers
أخبرنا,O
عبد,Pers
الله,Pers
أخبرنا,O
مالك,Pers
بن,Pers
أنس,Pers
عن,O
زيد,Pers
بن,Pers
أسلم,Pers
عن,O
عطاء,Pers
بن,Pers
يسار,Pers
عن,O
أبي,Pers
سعيد,Pers
الخدري,Pers
قال,O
قال,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
إن,O
الله,Allah
تبارك,O
وتعالى,O
يقول,O
لأهل,O
الجنة,Para
يا,O
أهل,O
الجنة؟,Para
فيقولون,O
لبيك,O
ربنا,Allah
وسعديك,O
فيقول,O
هل,O
رضيتم؟,O
فيقولون,O
وما,O
لنا,O
لا,O
نرضى,O
وقد,O
أعطيتنا,O
ما,O
لم,O
تعط,O
أحدا,O
من,O
خلقك,O
فيقول,O
أنا,O
أعطيكم,O
أفضل,O
من,O
ذلك,O
قالوا,O
يا,O
رب,Allah
وأي,O
شيء,O
أفضل,O
من,O
ذلك؟,O
فيقول,O
أحل,O
عليكم,O
رضواني,O
فلا,O
أسخط,O
عليكم,O
بعده,O
أبدا,O
تعليق,O
مصطفى,Pers
البغا,Pers
6183,Number
5,Number
2398,Number
ش,O
أخرجه,O
مسلم,Pers
في,O
وأحكامهم,O
وأحكامهم,O
وأحكامهم,O
باب,O
إحلال,O
الرضوان,O
على,O
أهل,O
الجنة,Para
رقم,O
2829,Number
أحل,O
أنزل,O
وأوجب,O
7080,Number
6550,Number
حدثني,O
عبد,Pers
الله,Pers
بن,Pers
محمد,Pers
حدثنا,O
معاوية,Pers
بن,Pers
عمرو,Pers
حدثنا,O
أبو,Pers
إسحاق,Pers
عن,O
حميد,Pers
قال,O
سمعت,O
أنسا,Pers
يقول,O
أصيب,O
حارثة,Pers
يوم,Date
بدر,Date
وهو,O
غلام,O
فجاءت,O
أمه,O
إلى,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
فقالت,O
يا,O
رسول,Prophet
الله,Prophet
قد,O
عرفت,O
منزلة,O
حارثة,Pers
مني,O
فإن,O
يك,O
في,O
الجنة,Para
أصبر,O
وأحتسب,O
وإن,O
تكن,O
الأخرى,O
ترى,O
ما,O
أصنع؟,O
فقال,O
ويحك,O
أوهبلت,O
أوجنة,Para
واحدة,O
هي؟,O
إنها,O
جنان,Para
كثيرة,O
وإنه,O
لفي,O
جنة,Para
الفردوس,Para
تعليق,O
مصطفى,Pers
البغا,Pers
6184,Number
5,Number
2398,Number
ر,O
2654,Number
6551,Number
حدثنا,O
معاذ,Pers
بن,Pers
أسد,Pers
أخبرنا,O
الفضل,Pers
بن,Pers
موسى,Pers
أخبرنا,O
الفضيل,Pers
عن,O
أبي,Pers
حازم,Pers
عن,O
أبي,Pers
هريرة,Pers
عن,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
ما,O
بين,O
منكبي,O
الكافر,O
مسيرة,O
ثلاثة,O
أيام,O
للراكب,O
المسرع,O
تعليق,O
مصطفى,Pers
البغا,Pers
6185,Number
5,Number
2398,Number
ش,O
أخرجه,O
مسلم,Pers
في,O
وأحكامهم,O
وأحكامهم,O
وأحكامهم,O
باب,O
النار,Hell
يدخلها,O
الجبارون,O
والجنة,Para
يدخلها,O
الضعفاء,O
رقم,O
2852,Number
منكبي,O
مثنى,O
منكب,O
وهو,O
مجتمع,O
العضد,O
والكتف,O
مسيرة,O
مسافة,O
يستغرق,O
سيرها,O
ما,O
ذكر,O
6552,Number
وقال,O
إسحاق,Pers
بن,Pers
إبراهيم,Pers
أخبرنا,O
المغيرة,Pers
بن,Pers
سلمة,Pers
حدثنا,O
وهيب,Pers
عن,O
أبي,Pers
حازم,Pers
عن,O
سهل,Pers
بن,Pers
سعد,Pers
عن,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
إن,O
في,O
الجنة,Para
لشجرة,O
يسير,O
الراكب,O
في,O
ظلها,O
مائة,Number
عام,O
لا,O
يقطعها,O
6553,Number
قال,O
أبو,Pers
حازم,Pers
فحدثت,O
به,O
النعمان,Pers
بن,Pers
أبي,Pers
عياش,Pers
فقال,O
حدثني,O
أبو,Pers
سعيد,Pers
عن,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
إن,O
في,O
الجنة,Para
لشجرة,O
يسير,O
الراكب,O
الجواد,NatOb
المضمر,O
السريع,O
مائة,Number
عام,O
ما,O
يقطعها,O
تعليق,O
مصطفى,Pers
البغا,Pers
6186,Number
5,Number
2398,Number
ش,O
أخرجه,O
مسلم,Pers
في,O
وأداء,O
وأشراط,O
وأشراط,O
باب,O
إن,O
في,O
الجنة,Para
شجرة,O
يسير,O
الراكب,O
في,O
ظلها,O
رقم,O
2827,Number
2828,Number
الجواد,NatOb
الفرس,NatOb
البين,O
الجودة,O
المضمر,O
هو,O
الذي,O
ينقص,O
علفه,O
بعد,O
سمنه,O
لينقص,O
لحمه,O
ويزداد,O
جريه,O
6554,Number
حدثنا,O
قتيبة,Pers
حدثنا,O
عبد,Pers
العزيز,Pers
عن,O
أبي,Pers
حازم,Pers
عن,O
سهل,Pers
بن,Pers
سعد,Pers
أن,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
ليدخلن,O
الجنة,Para
من,O
أمتي,O
سبعون,Number
ألفا,Number
أو,O
سبع,Number
مائة,Number
ألف,Number
لا,O
يدري,O
أبو,Pers
حازم,Pers
أيهما,O
قال,O
متماسكون,O
آخذ,O
بعضهم,O
بعضا,O
لا,O
يدخل,O
أولهم,O
حتى,O
يدخل,O
آخرهم,O
وجوههم,O
على,O
صورة,O
القمر,O
ليلة,O
البدر,O
تعليق,O
مصطفى,Pers
البغا,Pers
6187,Number
5,Number
2399,Number
ر,O
3075,Number
6555,Number
حدثنا,O
عبد,Pers
الله,Pers
بن,Pers
مسلمة,Pers
حدثنا,O
عبد,Pers
العزيز,Pers
عن,O
أبيه,O
ص,O
115,Number
عن,O
سهل,Pers
عن,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
إن,O
أهل,O
الجنة,Para
ليتراءون,O
الغرف,O
في,O
الجنة,Para
كما,O
تتراءون,O
الكوكب,O
في,O
السماء,O
6556,Number
قال,O
أبي,O
فحدثت,O
به,O
النعمان,Pers
بن,Pers
أبي,Pers
عياش,Pers
فقال,O
أشهد,O
لسمعت,O
أبا,Pers
سعيد,Pers
يحدث,O
ويزيد,O
فيه,O
كما,O
تراءون,O
الكوكب,O
الغارب,O
في,O
الأفق,O
الشرقي,O
والغربي,O
تعليق,O
مصطفى,Pers
البغا,Pers
6188,Number
5,Number
2399,Number
ش,O
أخرجه,O
مسلم,Pers
في,O
وأشراط,O
وأشراط,O
وأشراط,O
باب,O
ترائي,O
أهل,O
الجنة,Para
أهل,O
الغرف,O
رقم,O
2830,Number
ليتراءون,O
الغرف,O
ينظرون,O
إلى,O
مساكنهم,O
قال,O
أبي,Pers
القائل,Pers
هو,O
عبد,Pers
العزيز,Pers
الكوكب,O
الغارب,O
النجم,O
الذاهب,O
الأفق,O
ناحية,O
السماء,O
6557,Number
حدثني,O
محمد,Pers
بن,Pers
بشار,Pers
حدثنا,O
غندر,Pers
حدثنا,O
شعبة,Pers
عن,O
أبي,Pers
عمران,Pers
قال,O
سمعت,O
أنس,Pers
بن,Pers
مالك,Pers
رضي,O
الله,Allah
عنه,O
عن,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
يقول,O
الله,Allah
تعالى,O
لأهون,O
أهل,O
النار,Hell
عذابا,O
يوم,Date
القيامة,Date
لو,O
أن,O
لك,O
ما,O
في,O
الأرض,O
من,O
شيء,O
أكنت,O
تفتدي,O
به؟,O
فيقول,O
نعم,O
فيقول,O
أردت,O
منك,O
أهون,O
من,O
هذا,O
وأنت,O
في,O
صلب,O
آدم,Prophet
أن,O
لا,O
تشرك,O
بي,O
شيئا,O
فأبيت,O
إلا,O
أن,O
تشرك,O
بي,O
تعليق,O
مصطفى,Pers
البغا,Pers
6189,Number
5,Number
2399,Number
ر,O
3156,Number
6558,Number
حدثنا,O
أبو,Pers
النعمان,Pers
حدثنا,O
حماد,Pers
عن,O
عمرو,Pers
عن,O
جابر,Pers
رضي,O
الله,Allah
عنه,O
أن,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
يخرج,Pers
من,O
النار,Hell
بالشفاعة,O
كأنهم,O
الثعارير,O
قلت,O
ما,O
الثعارير؟,O
قال,O
الضغابيس,O
وكان,O
قد,O
سقط,O
فمه,O
فقلت,O
لعمرو,Pers
بن,Pers
دينار,Pers
أبا,Pers
محمد,Pers
سمعت,O
جابر,Pers
بن,Pers
عبد,Pers
الله,Pers
يقول,O
سمعت,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
يقول,O
يخرج,O
بالشفاعة,O
من,O
النار,Hell
قال,O
نعم,O
تعليق,O
مصطفى,Pers
البغا,Pers
6190,Number
5,Number
2399,Number
ش,O
أخرجه,O
مسلم,Pers
في,O
وأشراط,O
باب,O
أدنى,O
أهل,O
الجنة,Para
منزلا,O
فيها,O
رقم,O
191,Number
الثعارير,O
قثاء,O
صغار,O
الضغابيس,O
جمع,O
ضغبوس,O
نبت,O
يخرج,O
في,O
أصول,O
الشجر,O
والإذخر,O
لا,O
ورق,O
له,O
وفيه,O
حموضة,O
وقيل,O
نبت,O
يشبه,O
الهليون,O
يسلق,O
ثم,O
يؤكل,O
بالزيت,O
والخل,O
سقط,O
فمه,O
ذهبت,O
أسنانه,O
أي,O
فينطق,O
الثعارير,O
بالثاء,O
وهي,O
الشعارير,O
بالشين,O
فقلت,O
القائل,O
هو,O
حماد,Pers
6559,Number
حدثنا,O
هدبة,Pers
بن,Pers
خالد,Pers
حدثنا,O
همام,Pers
عن,O
قتادة,Pers
حدثنا,O
أنس,Pers
بن,Pers
مالك,Pers
عن,O
